model,num_atoms,atom_name,lattice_constant,time,std,precision,gpu
SevenNet-0-cueq,64000,Si,5.43,637.8545761108398,1.7700136462449823,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,8,Si,5.43,48.11966419219971,0.6113751601822722,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,64,Si,5.43,50.91071128845215,0.6970335147856567,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,216,Si,5.43,52.40046977996826,0.6002973481257708,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,512,Si,5.43,54.86702919006348,0.7090724678215551,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,1000,Si,5.43,59.33666229248047,0.4227329932322311,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,1728,Si,5.43,65.92714786529541,1.4090604607968642,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,2744,Si,5.43,87.14795112609863,2.7696902180730048,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,4096,Si,5.43,121.60098552703857,0.6481924992922987,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,5832,Si,5.43,169.62957382202148,0.4122827142528712,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,8000,Si,5.43,231.77945613861084,0.27119167715174414,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,10648,Si,5.43,332.8828811645508,77.557839129237,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,13824,Si,5.43,432.08932876586914,5.087584916088487,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,17576,Si,5.43,578.7625312805176,1.4892304691949683,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,21952,Si,5.43,702.7426958084106,0.5605159685956554,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-cueq,27000,Si,5.43,862.1826171875,7.988999860945118,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,8,Si,5.43,11.71863079071045,0.09419843327156553,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,64,Si,5.43,14.110565185546875,0.20409564911533165,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,216,Si,5.43,23.253440856933594,0.4957566027777383,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,512,Si,5.43,41.051626205444336,0.7235149289089152,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,1000,Si,5.43,77.25954055786133,0.667238715301516,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,1728,Si,5.43,132.48002529144287,1.6116460416294098,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,2744,Si,5.43,212.93187141418457,0.6701436881315476,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,4096,Si,5.43,331.5228223800659,0.40502005208337366,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,5832,Si,5.43,456.9532871246338,0.8650510851264399,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,8000,Si,5.43,654.3674468994141,0.9434881691506258,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,10648,Si,5.43,910.846471786499,0.8339079821696163,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,13824,Si,5.43,1244.8267936706543,3.0876268346471285,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,17576,Si,5.43,1679.7833442687988,3.421544141716648,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,21952,Si,5.43,2234.7075939178467,3.034309425214611,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat,27000,Si,5.43,2983.611226081848,1.910567283630371,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,8,Si,5.43,87.84103393554688,134.05717787933352,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,64,Si,5.43,90.55423736572266,0.4464178802155073,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,216,Si,5.43,92.17953681945801,27.16665662065269,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,512,Si,5.43,95.15547752380371,0.35927744982334586,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,1000,Si,5.43,100.19826889038086,0.5461106264695627,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,1728,Si,5.43,112.83040046691895,0.6017125860944036,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,2744,Si,5.43,158.9130163192749,4.345746673092405,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,4096,Si,5.43,233.1862449645996,2.2758064064769483,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,5832,Si,5.43,330.9340476989746,0.2884742131634688,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,8000,Si,5.43,460.33287048339844,0.46736945944124153,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,10648,Si,5.43,642.196536064148,0.3227050500680748,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i8-cueq,13824,Si,5.43,840.0081396102905,1.1493467621416753,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,8,Si,5.43,92.8654670715332,121.98545656788664,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,64,Si,5.43,95.78561782836914,0.2429912350207873,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,216,Si,5.43,97.7022647857666,0.8594643340775492,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,512,Si,5.43,100.17406940460205,0.8346373965301922,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,1000,Si,5.43,104.60174083709717,0.38765977461856804,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,1728,Si,5.43,110.8635663986206,0.5651502897007405,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,2744,Si,5.43,140.68067073822021,0.5789480974399862,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,4096,Si,5.43,203.90081405639648,0.40852990021036534,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,5832,Si,5.43,289.83426094055176,1.05719767789924,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,8000,Si,5.43,398.3738422393799,0.38780479959996,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,10648,Si,5.43,585.3264331817627,2.5969828452192694,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
SevenNet-Omni-i12-cueq,13824,Si,5.43,745.6271648406982,0.6517784636271261,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,8,Si,5.43,10.956525802612305,0.024389649642719013,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,64,Si,5.43,13.433575630187988,0.14127266040049452,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,216,Si,5.43,22.593140602111816,0.22271314626616256,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,512,Si,5.43,40.37952423095703,160.44126440750722,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,1000,Si,5.43,76.39539241790771,0.8001478676901147,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,1728,Si,5.43,130.46908378601074,1.3319256654413043,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,2744,Si,5.43,210.17754077911377,0.6646373292571405,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,4096,Si,5.43,329.20145988464355,0.5202542104823732,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,5832,Si,5.43,424.471378326416,0.9307749032252733,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,8000,Si,5.43,589.6787643432617,0.7830392588540328,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,10648,Si,5.43,789.9267673492432,1.4125315334463235,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,13824,Si,5.43,1034.0330600738525,0.7275727928466381,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,17576,Si,5.43,1319.713830947876,3.2860027387959887,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,21952,Si,5.43,1665.6386852264404,4.068905621348891,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,27000,Si,5.43,2135.3914737701416,4.719744645880057,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-cuml,32768,Si,5.43,2669.6102619171143,3.792285919189453,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,8,Si,5.43,10.988950729370117,0.27834570780339507,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,64,Si,5.43,11.635422706604004,0.3888506807580101,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,216,Si,5.43,15.906453132629395,0.3324258396288562,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,512,Si,5.43,26.023268699645996,0.4167300650921181,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,1000,Si,5.43,46.0737943649292,0.9301956796697947,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,1728,Si,5.43,77.16655731201172,1.2863536897089274,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,2744,Si,5.43,127.45380401611328,0.9008196267030533,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,4096,Si,5.43,202.52633094787598,0.3968953545217958,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,5832,Si,5.43,243.42608451843262,0.8335217075202708,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,8000,Si,5.43,339.5860195159912,2.002670843633123,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,10648,Si,5.43,456.3894271850586,1.0967586950413888,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,13824,Si,5.43,606.7547798156738,20.35537506388005,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,17576,Si,5.43,779.7129154205322,2.466476610866772,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,21952,Si,5.43,997.9621171951294,3.8638518014673573,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,27000,Si,5.43,1315.590262413025,6.636877202641241,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high-cuml,32768,Si,5.43,1672.3427772521973,4.553047240025714,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,8,Si,5.43,11.040806770324707,0.31956362631727464,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,64,Si,5.43,11.639118194580078,0.07310623798070633,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,216,Si,5.43,15.784382820129395,0.13187949712109512,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,512,Si,5.43,25.896430015563965,2.852328654265439,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,1000,Si,5.43,45.725226402282715,0.8593750677986933,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,1728,Si,5.43,76.68519020080566,1.2622087475595243,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,2744,Si,5.43,126.71875953674316,1.0685627761369363,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,4096,Si,5.43,201.23815536499023,0.21322564302667554,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,5832,Si,5.43,270.4789638519287,0.9366160268755894,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,8000,Si,5.43,397.3853588104248,0.8178909271847113,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,10648,Si,5.43,572.5951194763184,1.1144792038905018,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,13824,Si,5.43,808.1991672515869,0.5821271675661319,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,17576,Si,5.43,1125.9722709655762,1.160914715945207,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,21952,Si,5.43,1542.4301624298096,3.739483439066743,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Orb-v3-cons-inf-omat-high,27000,Si,5.43,2144.314765930176,2.0965564473628744,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,8,Si,5.43,36.57352924346924,0.187224784778618,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,64,Si,5.43,39.64269161224365,0.29462991283621226,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,216,Si,5.43,42.501091957092285,0.29146047651799767,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,512,Si,5.43,48.508524894714355,4.439152782286161,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,1000,Si,5.43,59.37957763671875,20.49206367877601,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,1728,Si,5.43,73.60959053039551,1.2250653448783853,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,2744,Si,5.43,93.60265731811523,1.5754961699503316,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,4096,Si,5.43,120.69261074066162,1.5181194795256119,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,5832,Si,5.43,159.65509414672852,1.3653414270329307,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,8000,Si,5.43,211.26794815063477,1.2599697593576824,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,10648,Si,5.43,311.74302101135254,1.9406379547442636,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,13824,Si,5.43,396.6026306152344,2.0282643136829193,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,17576,Si,5.43,488.7216091156006,2.2349833476885332,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,21952,Si,5.43,600.0096797943115,0.6157525862233796,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,27000,Si,5.43,717.191219329834,8.537096531116385,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,32768,Si,5.43,990.2125597000122,18.599167867702317,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,39304,Si,5.43,1289.5749807357788,6.031125625388678,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,46656,Si,5.43,1525.8139371871948,18.056802992947812,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,54872,Si,5.43,1776.7999172210693,1.3673928646716818,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-OMAT-0,64000,Si,5.43,2149.75643157959,13.41863219269485,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,8,Si,5.43,37.64212131500244,0.4755850702944649,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,64,Si,5.43,40.509939193725586,1.3364041175424906,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,216,Si,5.43,45.15516757965088,1.2985343214580767,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
MACE-MP-0,512,Si,5.43,49.8354434967041,0.9750762102617593,float32,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
